"SSIP","SSP","SDFP","SDFB","SFE","RFIP","CLASS"
168.0,1.6666666666666667,19.888290250119123,23924.32646287864,3496.6666666666665,0.044804575786463297,1
6.666666666666667,1.6666666666666667,4.959387680821629,841.9640375251223,2363.0,0.0028208744710860366,0
6.666666666666667,1.3333333333333333,231.629718019158,4957846.990858044,27560.0,0.0002418935426518789,0
1879.6666666666667,1.6666666666666667,71.87417357625883,81475.50119411852,15131.333333333334,0.12279155835572983,1
6.666666666666667,1.3333333333333333,4.994749704096168,853.9399803218759,712.0,0.009358914365933552,0
6.666666666666667,1.6666666666666667,24.59442322334756,976160.2938604366,1277.6666666666667,0.005216484089723527,0
7.0,2.0,696.7253700564014,17319985.90554619,77658.0,9.013842686983582e-05,0
71.0,1.6666666666666667,19.260978370291987,22764.31442665212,1425.0,0.045380116959064326,1
130.0,1.6666666666666667,17.950153070337468,21354.269026080932,2631.3333333333335,0.045604256397263745,1
13.0,1.6666666666666667,6.42527167047128,7171.066955541268,143.0,0.08857808857808858,1
3747.6666666666665,1.3333333333333333,21.411411974181284,11238.441513099018,42136.666666666664,0.08841072699944624,1
6.666666666666667,1.6666666666666667,65.36550255077331,2268457.157885027,1417.3333333333333,0.0047025628967787446,0
46.333333333333336,1.6666666666666667,16.520427010224573,19928.1146597146,894.0,0.04735272184936615,1
79.66666666666667,1.6666666666666667,19.069842534134164,22649.42682542221,1599.3333333333333,0.04585243851604835,1
7.0,1.6666666666666667,492.09706697968556,14622288.868721196,2238.3333333333335,0.0031268612269207863,0
6.666666666666667,1.6666666666666667,5.382255662997782,875.2518571264,683.6666666666666,0.009746588693957114,0
7.0,1.3333333333333333,272.1187487604819,7886727.170492017,6718.666666666667,0.0009922111425311306,0
6.666666666666667,1.3333333333333333,263.2413184338581,8213863.478382011,1623.6666666666667,0.004105090311986864,0
34.666666666666664,1.6666666666666667,17.084940704143577,20474.156608112007,658.6666666666666,0.05212550607287449,1
6.666666666666667,1.3333333333333333,259.94571608197504,7936775.988842133,3392.3333333333335,0.0019650225977598744,0
7.0,1.6666666666666667,704.1555800489272,20524441.302066784,22251.666666666668,0.0003145784648570915,0
652.0,1.3333333333333333,96.50366870653289,119742.64710852492,997.0,0.6539618856569709,1
6.666666666666667,1.6666666666666667,268.5508496196021,5217845.66516515,32001.0,0.00020832465313945254,0
6.666666666666667,1.6666666666666667,5.175035640875674,885.0743258354785,1974.0,0.0033766672294445383,0
6.666666666666667,1.6666666666666667,266.37054943088276,8149749.702472786,8589.0,0.000776156473144986,0
3161.0,1.6666666666666667,13.93676012090292,5974.330741300112,21011.666666666668,0.1489648607916237,1
6.666666666666667,1.6666666666666667,5.895371056953867,1023.2270628913056,526.0,0.01266624445851805,0
6.666666666666667,1.3333333333333333,242.47970649656042,7368187.691840165,4520.333333333333,0.001474708745022858,0
3285.6666666666665,2.0,17.34275944595547,8003.022908681774,27299.0,0.1191985054397597,1
6.666666666666667,1.6666666666666667,241.19343860432397,6419297.692668237,11237.0,0.0005932605600379687,0
168.0,1.6666666666666667,8.086951751246076,7568.081972964077,322.0,0.5217391304347826,1
7.0,1.6666666666666667,719.3748167397881,20161730.25963705,5815.333333333333,0.0012036453258439845,0
94.33333333333333,1.6666666666666667,17.995871913597963,21398.514132171065,1884.0,0.04670912951167728,1
6.666666666666667,1.6666666666666667,5.776300324506952,985.0216462327945,968.0,0.0068846815834767644,0
11.0,1.3333333333333333,6.2184126635778165,6930.468595827535,109.66666666666667,0.0972644376899696,1
136.33333333333334,1.6666666666666667,17.683613409683034,21071.27769136065,2777.6666666666665,0.04500180007200288,1
7.0,1.6666666666666667,710.1393555542658,20628538.932063866,25933.333333333332,0.00026991940977622394,0
3.6666666666666665,2.0,4.356994197551794,4542.264887864141,21.333333333333332,0.15625,1
6.666666666666667,1.6666666666666667,4.329926092566864,782.0435361728696,166.66666666666666,0.03992015968063872,0
142.0,1.3333333333333333,18.142460512843954,21741.993993861626,2932.6666666666665,0.04455558081382132,1
6.666666666666667,2.0,4.702993406613996,772.7570260067488,1601.6666666666667,0.004161464835622139,0
11.0,1.6666666666666667,6.85993603708555,7710.302713842765,183.0,0.058287795992714025,1
44.0,1.6666666666666667,16.42237668231589,19769.608462121392,830.0,0.04939759036144578,1
6.666666666666667,1.6666666666666667,335.8034827112528,10330696.837967139,3177.6666666666665,0.0020977554017201595,0
7.0,1.6666666666666667,600.2743480228097,16699465.801251836,9940.0,0.0007042017370309514,0
6.666666666666667,1.6666666666666667,5.087784108446607,868.4312645312757,2103.6666666666665,0.0031685678073510772,0
1938.6666666666667,1.3333333333333333,87.14867655056015,98103.974140124,15661.333333333334,0.12242465520177082,1
2142.3333333333335,1.6666666666666667,13.78956451247504,5460.945489028779,7560.333333333333,0.28239495613068205,1
6.666666666666667,1.6666666666666667,4.377018994884935,849.3226499299417,145.66666666666666,0.045662100456621,0
158.33333333333334,1.6666666666666667,20.190275608311858,24283.070519267672,3368.0,0.04364608076009501,1
7.0,2.0,593.6094325353769,17145380.221088048,47284.0,0.00014804057721726013,0
149.66666666666666,1.3333333333333333,19.791042946076303,23875.287726411843,3184.6666666666665,0.043437303747121625,1
6.666666666666667,1.3333333333333333,5.315004024319676,904.1178866122968,423.0,0.015748031496062992,0
6.666666666666667,1.6666666666666667,6.179294410290648,1073.061966639949,474.6666666666667,0.014035087719298246,0
19.666666666666668,1.6666666666666667,9.921479246563965,11038.112890446158,186.0,0.1039426523297491,1
17.0,1.6666666666666667,14.023776131385016,16987.836253145048,369.6666666666667,0.045987376014427414,1
